Date,Wallet,Type,"Category name",Amount,Currency,Note,Labels,Author
2021-09-15T03:32:44+00:00,Household,Expense,"Food & Drink",-61000.00000000,IDR,"Bakso afung",cashLeo,"Sonia P"
2021-09-15T05:23:30+00:00,Household,Expense,Nami,-243900.00000000,IDR,"Sisir & romper pink",cashLeo,"Sonia P"
2021-09-17T00:31:11+00:00,Household,Expense,Snack,-80120.00000000,IDR,Sereal,cashLeo,"Sonia P"
2021-09-17T04:17:16+00:00,Household,Expense,"Food & Drink",-53000.00000000,IDR,"Nasi hainam",cashLeo,"Sonia P"
2021-09-17T23:27:42+00:00,Household,Expense,"Food & Drink",-108100.00000000,IDR,"Mie asoei",cashLeo,"Sonia P"
2021-09-18T07:04:29+00:00,Household,Expense,Shopping,-1415000.00000000,IDR,"Air Purifier",citibankCC,Leo
2021-09-19T08:30:18+00:00,Household,Expense,"Food & Drink",-98900.00000000,IDR,Afung,citibankCC,Leo
2021-09-19T09:22:15+00:00,Household,Expense,Shopping,-90000.00000000,IDR,"Sendal Nia",citibankCC,Leo
2021-09-19T09:22:45+00:00,Household,Expense,Coffee,-56000.00000000,IDR,Tuku,citibankCC,Leo
2021-09-19T09:23:01+00:00,Household,Expense,"Food & Drink",-86500.00000000,IDR,"Sarapan McD",citibankCC,Leo
2021-09-22T11:17:46+00:00,Household,Expense,Coffee,-80000.00000000,IDR,Tuku,citibankCC,Leo
2021-09-23T12:12:28+00:00,Household,Expense,"Food & Drink",-117000.00000000,IDR,"Mie kadut",cashLeo,"Sonia P"
2021-09-24T05:08:56+00:00,Household,Expense,Drink,-28000.00000000,IDR,Jus,citibankCC,Leo
2021-09-24T05:09:25+00:00,Household,Expense,"Food & Drink",-28000.00000000,IDR,KFC,citibankCC,Leo
2021-09-25T08:56:38+00:00,Household,Expense,Groceries,-173500.00000000,IDR,Belanja,citibankCC,Leo
2021-09-25T08:57:30+00:00,Household,Expense,Maternity,-1875000.00000000,IDR,"Checkup dokter bulan 8",citibankCC,Leo
2021-09-25T08:57:44+00:00,Household,Expense,"Food & Drink",-158000.00000000,IDR,Afung,citibankCC,Leo
2021-09-25T08:57:56+00:00,Household,Expense,Groceries,-72000.00000000,IDR,"Buah, aqua",citibankCC,Leo
2021-09-25T08:58:40+00:00,Household,Expense,"Food & Drink",-92000.00000000,IDR,Mcd,citibankCC,Leo
2021-09-25T12:49:08+00:00,Household,Expense,"Food & Drink",-47000.00000000,IDR,"Ayam receg",citibankCC,Leo
2021-09-26T12:48:15+00:00,Household,Expense,Healthcare,-99000.00000000,IDR,"Nagestan, degirol, insto",citibankCC,Leo
2021-09-26T12:49:34+00:00,Household,Expense,"Food & Drink",-86000.00000000,IDR,Asoi,citibankCC,Leo
2021-09-26T12:49:50+00:00,Household,Expense,"Food & Drink",-75000.00000000,IDR,Shaburi,citibankCC,Leo
2021-09-26T12:50:08+00:00,Household,Expense,"Food & Drink",-63000.00000000,IDR,"Kelapa Ijo",citibankCC,Leo
2021-09-26T12:50:25+00:00,Household,Expense,"Food & Drink",-45000.00000000,IDR,Siomay,citibankCC,Leo
2021-09-28T00:54:29+00:00,Household,Expense,Healthcare,-36000.00000000,IDR,Primperan,,Leo
2021-09-28T00:54:42+00:00,Household,Expense,Shopping,-60000.00000000,IDR,Sabun,citibankCC,Leo
2021-09-28T15:02:02+00:00,Household,Expense,Home,-1000000.00000000,IDR,"Listrik & makan",cashLeo,"Sonia P"
2021-09-29T00:34:52+00:00,Household,Expense,"Food & Drink",-94998.00000000,IDR,"Nugget & kornet",cashLeo,"Sonia P"
2021-09-30T00:55:29+00:00,Household,Expense,Drink,-60000.00000000,IDR,"Kelapa ijo",citibankCC,Leo
2021-09-30T00:56:46+00:00,Household,Expense,Shopping,-118000.00000000,IDR,"Storage box",citibankCC,Leo
2021-09-30T00:57:22+00:00,Household,Expense,Shopping,-340000.00000000,IDR,Infini,citibankCC,Leo
2021-09-30T00:58:04+00:00,Household,Expense,"Food & Drink",-68500.00000000,IDR,Mcdonald,citibankCC,Leo
2021-10-01T06:44:28+00:00,Household,Expense,"Food & Drink",-75600.00000000,IDR,Mubarok,citibankCC,Leo
2021-10-02T05:10:51+00:00,Household,Expense,"Bills & Fees",-1076806.00000000,IDR,"Belmont 202110",cashLeo,Leo
2021-10-02T06:49:41+00:00,Household,Expense,"Bills & Fees",-421000.00000000,IDR,Indiehome,citibankCC,Leo
2021-10-02T08:41:34+00:00,Household,Expense,Transport,-946000.00000000,IDR,"Servis mobil 6 Bulanan",citibankCC,Leo
2021-10-02T08:41:46+00:00,Household,Expense,Transport,-300000.00000000,IDR,Bensin,citibankCC,Leo
2021-10-02T08:42:42+00:00,Household,Expense,Groceries,-145000.00000000,IDR,"Superindo, tissue, eskrim, sabun",citibankCC,Leo
2021-10-03T07:07:39+00:00,Household,Expense,Drink,-77500.00000000,IDR,Kelapa,citibankCC,Leo
2021-10-03T07:08:03+00:00,Household,Expense,"Food & Drink",-102000.00000000,IDR,McD,shopeePay,Leo
2021-10-03T12:12:56+00:00,Household,Expense,"Food & Drink",-141000.00000000,IDR,Afung,ovo,Leo
2021-10-03T14:27:07+00:00,Household,Expense,Nami,-503000.00000000,IDR,"Bedcover Lumba",citibankCC,Leo
2021-10-04T10:55:45+00:00,Household,Expense,"Food & Drink",-88000.00000000,IDR,Mubarok,citibankCC,Leo
2021-10-04T13:57:42+00:00,Household,Expense,Shopping,-265000.00000000,IDR,"Laci 3 Tingkat",citibankCC,Leo
2021-10-06T00:47:09+00:00,Household,Expense,"Food & Drink",-75000.00000000,IDR,"Mie asoy",cashLeo,"Sonia P"
2021-10-06T10:55:23+00:00,Household,Expense,Drink,-69000.00000000,IDR,Dumdum,citibankCC,Leo
2021-10-06T15:43:36+00:00,Household,Expense,Home,-61300.00000000,IDR,"Talang AC",citibankCC,Leo
2021-10-06T23:58:23+00:00,Household,Expense,Nami,-108490.00000000,IDR,"Sarung 3 & penutup celah bawah pintu",cashLeo,"Sonia P"
2021-10-09T02:16:26+00:00,Household,Expense,Maternity,-1111710.00000000,IDR,,citibankCC,Leo
2021-10-09T02:31:14+00:00,Household,Expense,Drink,-20000.00000000,IDR,"Minum grha kedoya",citibankCC,Leo
2021-10-09T02:31:59+00:00,Household,Expense,Maternity,-719000.00000000,IDR,"Grha kedoya test lab",citibankCC,Leo
2021-10-09T16:15:49+00:00,Household,Expense,"Food & Drink",-30000.00000000,IDR,"Nasi Tim",cashLeo,Leo
2021-10-09T16:16:40+00:00,Household,Expense,"Food & Drink",-85800.00000000,IDR,Afung,citibankCC,Leo
2021-10-09T16:21:08+00:00,Household,Expense,Nami,-63000.00000000,IDR,Kelapa,citibankCC,Leo
2021-10-09T16:21:44+00:00,Household,Expense,"Food & Drink",-34000.00000000,IDR,Pukis,citibankCC,Leo
2021-10-09T16:22:38+00:00,Household,Expense,"Food & Drink",-66000.00000000,IDR,Mubarok,citibankCC,Leo
2021-10-10T01:33:40+00:00,Household,Expense,"Food & Drink",-131000.00000000,IDR,"Bakmi belmont",cashLeo,"Sonia P"
2021-10-10T11:55:58+00:00,Household,Expense,Drink,-24000.00000000,IDR,Jus,cashLeo,"Sonia P"
2021-10-10T16:08:54+00:00,Household,Expense,Drink,-28000.00000000,IDR,Dumdum,citibankCC,Leo
2021-10-11T02:12:56+00:00,Household,Expense,Nami,-400000.00000000,IDR,"Freezer asi 1 bln (okt)",cashLeo,"Sonia P"
2021-10-11T11:06:24+00:00,Household,Expense,Nami,-161000.00000000,IDR,"2 hiasan dinding balon",cashLeo,"Sonia P"
2021-10-11T12:44:18+00:00,Household,Expense,Nami,-1011000.00000000,IDR,,citibankCC,Leo
2021-10-11T12:46:33+00:00,Household,Expense,"Food & Drink",-86000.00000000,IDR,Kfc,citibankCC,Leo
2021-10-11T16:08:05+00:00,Household,Expense,Drink,-33000.00000000,IDR,"Jus sop buah",citibankCC,Leo
2021-10-11T16:08:22+00:00,Household,Expense,"Food & Drink",-33000.00000000,IDR,Bubur,citibankCC,Leo
2021-10-12T00:01:45+00:00,Household,Expense,"Food & Drink",-104050.00000000,IDR,"Mie asoy",cashLeo,"Sonia P"
2021-10-12T06:59:46+00:00,Household,Expense,"Food & Drink",-75000.00000000,IDR,"Hokben grha kedoya",ovo,Leo
2021-10-12T09:38:52+00:00,Household,Expense,Maternity,-33000000.00000000,IDR,"Deposit  Lahiran",citibankCC,Leo
2021-10-12T09:41:25+00:00,Household,Expense,Maternity,-99000.00000000,IDR,"Antigen Leo",citibankCC,Leo
2021-10-13T06:57:30+00:00,Household,Expense,Laundry,-60000.00000000,IDR,"Laundry selimut",cashLeo,Leo
2021-10-13T12:07:57+00:00,Household,Expense,"Food & Drink",-73000.00000000,IDR,"Sarapan Old town",citibankCC,Leo
2021-10-13T12:08:22+00:00,Household,Expense,"Food & Drink",-83000.00000000,IDR,Yoshinoya,citibankCC,Leo
2021-10-13T12:08:41+00:00,Household,Expense,"Food & Drink",-34400.00000000,IDR,"Nasi goreng",citibankCC,Leo
2021-10-14T03:49:37+00:00,Household,Expense,"Food & Drink",-23500.00000000,IDR,"Nasi Uduk",citibankCC,Leo
2021-10-14T03:50:02+00:00,Household,Expense,"Food & Drink",-37000.00000000,IDR,"Sate Ayam",citibankCC,Leo
2021-10-14T03:51:14+00:00,Household,Expense,Groceries,-20000.00000000,IDR,,cashLeo,Leo
2021-10-15T03:46:32+00:00,Household,Expense,Maternity,-1000000.00000000,IDR,"Uang pegangan",cashLeo,Leo
2021-10-15T03:47:33+00:00,Household,Expense,Maternity,-3050000.00000000,IDR,"Biaya Tambahan Nami",debitBCA,Leo
2021-10-15T03:48:46+00:00,Household,Expense,"Food & Drink",-31500.00000000,IDR,Mcd,shopeePay,Leo
2021-10-15T04:34:16+00:00,Household,Expense,Nami,-161000.00000000,IDR,"Sufor S26 400Gr",ovo,Leo
2021-10-15T04:38:54+00:00,Household,Expense,Nami,-69000.00000000,IDR,"Baby Oil",ovo,Leo
2021-10-16T11:18:06+00:00,Household,Expense,"Food & Drink",-31500.00000000,IDR,Mcd,shopeePay,Leo
2021-10-16T11:18:29+00:00,Household,Expense,"Food & Drink",-121103.00000000,IDR,"Bakmie GM",ovo,Leo
2021-10-16T12:00:25+00:00,Household,Expense,Nami,-90000.00000000,IDR,"Album foto nami",ovo,Leo
2021-10-16T12:00:54+00:00,Household,Expense,Nami,-190000.00000000,IDR,"Dot nami",ovo,Leo
2021-10-16T12:01:30+00:00,Household,Expense,"Food & Drink",-77500.00000000,IDR,"Kelapa muda",ovo,Leo
2021-10-18T03:23:18+00:00,Household,Expense,Nami,-167000.00000000,IDR,"Cek bilirubin Nami",debitBCA,Leo
2021-10-18T10:45:26+00:00,Household,Expense,Nami,-889500.00000000,IDR,"Termos dan termometer makanan",debitBCA,Leo
2021-10-19T04:04:48+00:00,Household,Expense,"Food & Drink",-91000.00000000,IDR,"Mie asoy",cashLeo,"Sonia P"
2021-10-19T05:18:47+00:00,Household,Expense,Laundry,-30000.00000000,IDR,"Laundry selimut",debitBCA,Leo
2021-10-20T00:33:38+00:00,Household,Expense,Nami,-132600.00000000,IDR,"Kantong asi",cashLeo,"Sonia P"
2021-10-20T03:21:53+00:00,Household,Expense,Nami,-154000.00000000,IDR,"2 handuk",cashLeo,"Sonia P"
2021-10-20T04:16:09+00:00,Household,Expense,Suster,-1050000.00000000,IDR,"Uang makan mba 20-21okt dan 1jt biaya makelar mba",cashLeo,"Sonia P"
2021-10-20T08:25:40+00:00,Household,Expense,Nami,-429000.00000000,IDR,"Popok Nami",citibankCC,Leo
2021-10-20T08:27:19+00:00,Household,Expense,Suster,-750000.00000000,IDR,,citibankCC,Leo
2021-10-21T00:22:44+00:00,Household,Expense,Suster,-100000.00000000,IDR,"Kontrakan sus",cashLeo,"Sonia P"
2021-10-21T10:56:47+00:00,Household,Expense,Healthcare,-56300.00000000,IDR,Trombopop,ovo,Leo
2021-10-21T11:03:03+00:00,Household,Expense,"Food & Drink",-165000.00000000,IDR,"Ikkudo ichi",ovo,Leo
2021-10-21T11:03:51+00:00,Household,Expense,"Food & Drink",-67000.00000000,IDR,Kfc,ovo,Leo
2021-10-21T11:04:41+00:00,Household,Expense,Coffee,-42000.00000000,IDR,Kulo,ovo,Leo
2021-10-21T11:05:57+00:00,Household,Expense,"Food & Drink",-44700.00000000,IDR,Cubeef,ovo,Leo
2021-10-22T11:07:03+00:00,Household,Expense,"Food & Drink",-39400.00000000,IDR,Mcd,ovo,Leo
2021-10-23T05:54:10+00:00,Household,Expense,Nami,-2700000.00000000,IDR,"Hampers Sebulanan Nami",citibankCC,Leo
2021-10-23T10:10:31+00:00,Household,Expense,Suster,-69230.00000000,IDR,"Haircap suster",citibankCC,Leo
2021-10-23T11:04:58+00:00,Household,Expense,Drink,-51000.00000000,IDR,Dumdum,ovo,Leo
2021-10-24T13:34:41+00:00,Household,Expense,"Food & Drink",-55000.00000000,IDR,"Siomay
",ovo,Leo
2021-10-25T05:24:32+00:00,Household,Expense,Nami,-87852.00000000,IDR,"5 pak tissue basah @2pcs",cashLeo,"Sonia P"
2021-10-26T02:12:05+00:00,Household,Expense,Nami,-154715.00000000,IDR,Lansinoh,cashLeo,"Sonia P"
2021-10-27T11:23:49+00:00,Household,Expense,Nami,-130000.00000000,IDR,"10 pak tissue kering",cashLeo,"Sonia P"
2021-10-28T07:41:17+00:00,Household,Expense,Nami,-210900.00000000,IDR,"Sepre waterproof",cashLeo,"Sonia P"
2021-10-29T02:09:04+00:00,Household,Expense,Home,-1000000.00000000,IDR,"Listrik & makan",cashLeo,"Sonia P"
2021-10-29T06:28:45+00:00,Household,Expense,Nami,-41000.00000000,IDR,"Asi booster 1 pak",cashLeo,"Sonia P"
2021-10-29T15:16:25+00:00,Household,Expense,Nami,-227500.00000000,IDR,"Baju nami",cashLeo,"Sonia P"
2021-10-30T05:57:30+00:00,Household,Expense,Home,-72500.00000000,IDR,Sampo,cashLeo,"Sonia P"
2021-10-30T07:13:24+00:00,Household,Expense,"Bills & Fees",-1029042.00000000,IDR,Belmont,debitBCA,Leo
2021-10-30T13:33:28+00:00,Household,Expense,"Food & Drink",-71000.00000000,IDR,Samwon,ovo,Leo
2021-10-30T13:33:42+00:00,Household,Expense,Coffee,-42000.00000000,IDR,Kulo,ovo,Leo
2021-10-30T13:34:03+00:00,Household,Expense,"Food & Drink",-35000.00000000,IDR,Ropang,ovo,Leo
2021-10-31T00:45:32+00:00,Household,Expense,Nami,-152800.00000000,IDR,"2 sabun cuci baju & botol",cashLeo,"Sonia P"
2021-10-31T02:28:19+00:00,Household,Expense,"Food & Drink",-31000.00000000,IDR,"Kopi kurang lebih",,Leo
2021-10-31T02:28:42+00:00,Household,Expense,Suster,-500000.00000000,IDR,"Gaji di trf 500",cashLeo,"Sonia P"
2021-10-31T05:06:09+00:00,Household,Expense,"Food & Drink",-62000.00000000,IDR,"Mie Asoi",ovo,Leo
2021-10-31T05:06:40+00:00,Household,Expense,"Food & Drink",-76000.00000000,IDR,McD,shopeePay,Leo
2021-11-01T02:27:36+00:00,Household,Expense,"Food & Drink",-90000.00000000,IDR,"Yoshinoya ",citibankCC,Leo
2021-11-02T02:27:01+00:00,Household,Expense,"Food & Drink",-151000.00000000,IDR,"Mie Kadut",cashLeo,Leo
2021-11-02T02:33:41+00:00,Household,Expense,Nami,-890000.00000000,IDR,"Kue 1month",cashLeo,"Sonia P"
2021-11-03T02:15:25+00:00,Household,Expense,Nami,-900000.00000000,IDR,"Perpanjang freezer asi 6bln",cashLeo,"Sonia P"
2021-11-03T09:26:39+00:00,Household,Expense,Groceries,-127500.00000000,IDR,Indomarwt,citibankCC,Leo
2021-11-03T12:14:07+00:00,Household,Expense,Transport,-200000.00000000,IDR,"Flazz bca",ovo,Leo
2021-11-03T22:13:02+00:00,Household,Expense,Nami,-160000.00000000,IDR,"4 dot avent",cashLeo,"Sonia P"
2021-11-04T07:57:47+00:00,Household,Expense,Nami,-2050000.00000000,IDR,"Dp 50% dian mustika-500k tanda jadi",cashLeo,"Sonia P"
2021-11-06T02:26:36+00:00,Household,Expense,"Food & Drink",-30000.00000000,IDR,"Nasi tim",cashLeo,Leo
2021-11-06T06:10:04+00:00,Household,Expense,Nami,-530000.00000000,IDR,"Tambahan Hampers Nami 10 ",cashLeo,Leo
2021-11-06T06:11:10+00:00,Household,Expense,Transport,-300000.00000000,IDR,"Car seat organizer and Phone Holder",citibankCC,Leo
2021-11-06T06:11:27+00:00,Household,Expense,"Food & Drink",-113000.00000000,IDR,Hokben,citibankCC,Leo
2021-11-06T10:30:29+00:00,Household,Expense,Nami,-60200.00000000,IDR,"2 shampo",cashLeo,"Sonia P"
2021-11-06T11:24:39+00:00,Household,Expense,Nami,-318000.00000000,IDR,"S26 900gr",citibankCC,Leo
2021-11-06T14:34:51+00:00,Household,Expense,"Food & Drink",-80500.00000000,IDR,Mcd,citibankCC,Leo
2021-11-06T14:37:44+00:00,Household,Expense,Gifts,-38000.00000000,IDR,"Grab Express Gift Nicky",ovo,Leo
2021-11-06T14:38:41+00:00,Household,Expense,Groceries,-107500.00000000,IDR,"Indomaret - Pembalut",ovo,Leo
2021-11-07T02:20:37+00:00,Household,Expense,Nami,-65300.00000000,IDR,"Bando nami 2",cashLeo,"Sonia P"
2021-11-07T11:23:06+00:00,Household,Expense,"Food & Drink",-72800.00000000,IDR,"Dinner ngedagging",citibankCC,Leo
2021-11-07T11:23:27+00:00,Household,Expense,"Food & Drink",-33000.00000000,IDR,Rawon,citibankCC,Leo
2021-11-07T11:25:35+00:00,Household,Expense,"Food & Drink",-137000.00000000,IDR,"Broadway lunch",shopeePay,Leo
2021-11-07T11:26:08+00:00,Household,Expense,Shopping,-60000.00000000,IDR,"Broadway entrance fee",ovo,Leo
2021-11-09T04:33:21+00:00,Household,Expense,Nami,-350000.00000000,IDR,"Pelunasan dian mustika",cashLeo,"Sonia P"
2021-11-09T09:38:37+00:00,Household,Expense,Nami,-1184000.00000000,IDR,Korset,cashLeo,"Sonia P"
2021-11-10T11:20:26+00:00,Household,Expense,Laundry,-70000.00000000,IDR,,cashLeo,Leo
2021-11-10T11:21:39+00:00,Household,Expense,Transport,-42000.00000000,IDR,"Grab k belmont ",gopay,Leo
2021-11-11T02:35:23+00:00,Household,Expense,Suster,-146000.00000000,IDR,"Makanan mba bayar k mama",cashLeo,"Sonia P"
2021-11-11T04:35:24+00:00,Household,Expense,Nami,-296000.00000000,IDR,"Baju nami",cashLeo,"Sonia P"
2021-11-11T14:59:57+00:00,Household,Expense,Nami,-1700000.00000000,IDR,Sterilizer,citibankCC,Leo
2021-11-11T15:03:51+00:00,Household,Expense,Nami,-678000.00000000,IDR,"Baju Nami",citibankCC,Leo
2021-11-12T03:44:32+00:00,Household,Expense,Nami,-26000.00000000,IDR,"Kirim hampers nami ke kantor sonia",cashLeo,"Sonia P"
2021-11-12T10:59:32+00:00,Household,Expense,"Food & Drink",-70000.00000000,IDR,"2 nasi campur, trf k mama",cashLeo,"Sonia P"
2021-11-12T14:06:27+00:00,Household,Expense,Entertainment,-2920000.00000000,IDR,"Liburan Desember, Le eminence",citibankCC,Leo
2021-11-12T14:07:11+00:00,Household,Expense,Drink,-35500.00000000,IDR,Dumdum,citibankCC,Leo
2021-11-13T00:27:47+00:00,Household,Expense,"Food & Drink",-139500.00000000,IDR,Ikkudo,citibankCC,Leo
2021-11-13T00:41:38+00:00,Household,Expense,Nami,-450000.00000000,IDR,"Termos Nami",citibankCC,Leo
2021-11-13T10:31:24+00:00,Household,Expense,Coffee,-48500.00000000,IDR,Kulo,citibankCC,Leo
2021-11-13T10:31:45+00:00,Household,Expense,"Food & Drink",-61000.00000000,IDR,Hokben,shopeePay,Leo
2021-11-13T10:32:18+00:00,Household,Expense,Groceries,-481900.00000000,IDR,"Sufor Nami, refill sabun, etc",citibankCC,Leo
2021-11-13T10:32:36+00:00,Household,Expense,Transport,-396000.00000000,IDR,,citibankCC,Leo
2021-11-13T14:53:56+00:00,Household,Expense,Nami,-287000.00000000,IDR,"Hampers Sonia Leo",citibankCC,Leo
2021-11-13T23:05:19+00:00,Household,Expense,Home,-200000.00000000,IDR,"Iklan olx",citibankCC,Leo
2021-11-14T00:27:17+00:00,Household,Expense,"Food & Drink",-79000.00000000,IDR,"Mie asoi",citibankCC,Leo
2021-11-14T11:04:18+00:00,Household,Expense,Nami,-17000.00000000,IDR,"Lalamove kirim hampers ke kuku",cashLeo,"Sonia P"
2021-11-14T12:12:01+00:00,Household,Expense,"Food & Drink",-81500.00000000,IDR,Mcd,citibankCC,Leo
2021-11-15T06:05:13+00:00,Household,Expense,Nami,-130000.00000000,IDR,"10 tissue",cashLeo,"Sonia P"
2021-11-18T12:10:47+00:00,Household,Expense,Coffee,-105000.00000000,IDR,Sbux,citibankCC,Leo
2021-11-18T12:11:06+00:00,Household,Expense,"Food & Drink",-66000.00000000,IDR,"Nasi Hainam",citibankCC,Leo
2021-11-18T18:52:52+00:00,Household,Expense,"Food & Drink",-104000.00000000,IDR,Kfc,citibankCC,Leo
2021-11-18T18:52:58+00:00,Household,Expense,"Food & Drink",-91000.00000000,IDR,Hokben,citibankCC,Leo
2021-11-18T18:53:30+00:00,Household,Expense,Nami,-81000.00000000,IDR,"Pampers Nami",citibankCC,Leo
2021-11-18T18:53:58+00:00,Household,Expense,Healthcare,-98000.00000000,IDR,Masker,citibankCC,Leo
2021-11-18T18:54:23+00:00,Household,Expense,Nami,-322000.00000000,IDR," Spectra Pumping",citibankCC,Leo
2021-11-20T11:02:43+00:00,Household,Expense,"Food & Drink",-67000.00000000,IDR,"Mie asoi",citibankCC,Leo
2021-11-20T11:03:10+00:00,Household,Expense,"Food & Drink",-130000.00000000,IDR,Kimukatsu,citibankCC,Leo
2021-11-21T10:37:21+00:00,Household,Expense,Nami,-259800.00000000,IDR,"Pempers nami",cashLeo,"Sonia P"
2021-11-21T11:04:16+00:00,Household,Expense,Laundry,-30000.00000000,IDR,Laundry,citibankCC,Leo
2021-11-21T11:04:27+00:00,Household,Expense,Coffee,-77500.00000000,IDR,Sbux,citibankCC,Leo
2021-11-21T11:05:14+00:00,Household,Expense,"Food & Drink",-381150.00000000,IDR,"Ikan bakar cianjur",citibankCC,Leo
2021-11-21T11:05:38+00:00,Household,Expense,Healthcare,-523457.00000000,IDR,"Suntik vaksin nami",citibankCC,Leo
2021-11-21T12:54:06+00:00,Household,Expense,Nami,-1190000.00000000,IDR,"Korset sonia size L",cashLeo,"Sonia P"
2021-11-22T07:37:42+00:00,Household,Expense,"Food & Drink",-95000.00000000,IDR,Yoshinoya,citibankCC,Leo
2021-11-23T07:37:00+00:00,Household,Expense,Coffee,-103500.00000000,IDR,Sbux,citibankCC,Leo
2021-11-24T06:48:17+00:00,Household,Expense,Nami,-131000.00000000,IDR,"Stiker label nami",cashLeo,"Sonia P"
2021-11-24T06:54:51+00:00,Household,Expense,Coffee,-80000.00000000,IDR,"Janji Jiwa",citibankCC,Leo
2021-11-24T08:57:00+00:00,Household,Expense,"Food & Drink",-42000.00000000,IDR,Mubarok,citibankCC,Leo
2021-11-25T00:48:50+00:00,Household,Expense,"Food & Drink",-131000.00000000,IDR,"Mie kadut",citibankCC,Leo
2021-11-25T00:49:03+00:00,Household,Expense,Drink,-48000.00000000,IDR,Juice,citibankCC,Leo
2021-11-25T08:54:06+00:00,Household,Expense,Nami,-454000.00000000,IDR,"Susu nami",citibankCC,Leo
2021-11-25T09:20:02+00:00,Household,Expense,Nami,-248018.00000000,IDR,"2 asi booster",cashLeo,"Sonia P"
2021-11-26T08:57:26+00:00,Household,Expense,"Food & Drink",-140000.00000000,IDR,"Ikkudo Ichi",citibankCC,Leo
2021-11-26T08:57:49+00:00,Household,Expense,"Food & Drink",-107000.00000000,IDR,Kfc,citibankCC,Leo
2021-11-26T08:58:13+00:00,Household,Expense,Groceries,-295000.00000000,IDR,Hypermart,citibankCC,Leo
2021-11-27T08:56:10+00:00,Household,Expense,"Food & Drink",-43000.00000000,IDR,"Nasi Liwet",citibankCC,Leo
2021-11-27T08:56:16+00:00,Household,Expense,"Food & Drink",-62000.00000000,IDR,"Mie Asoi",citibankCC,Leo
2021-11-27T08:58:33+00:00,Household,Expense,Transport,-223000.00000000,IDR,Shell,citibankCC,Leo
2021-11-27T10:23:24+00:00,Household,Expense,Home,-1000000.00000000,IDR,"Trf mama makan & listrik",cashLeo,"Sonia P"
2021-11-27T10:59:04+00:00,Household,Expense,"Food & Drink",-157500.00000000,IDR,Pizza,citibankCC,Leo
2021-11-28T12:31:52+00:00,Household,Expense,"Food & Drink",-288000.00000000,IDR,"Ra cha",citibankCC,Leo
2021-11-29T10:37:58+00:00,Household,Expense,Coffee,-103500.00000000,IDR,Sbux,citibankCC,Leo
2021-11-29T16:02:12+00:00,Household,Expense,Gifts,-500000.00000000,IDR,"Jufe x Erin",citibankCC,Leo
2021-11-30T09:33:54+00:00,Household,Expense,Nami,-172500.00000000,IDR,"10 tissue & 1 sleek bottle",cashLeo,"Sonia P"
2021-11-30T16:39:31+00:00,Household,Expense,Coffee,-40000.00000000,IDR,Tuku,citibankCC,Leo
2021-12-01T03:25:33+00:00,Household,Expense,"Bills & Fees",-987471.00000000,IDR,"Maintenance Belmont",cashLeo,Leo
2021-12-01T15:43:41+00:00,Household,Expense,"Food & Drink",-184000.00000000,IDR,"Mcd + Cici KoAngga",citibankCC,Leo
2021-12-01T15:44:35+00:00,Household,Expense,Healthcare,-800000.00000000,IDR,"Tambal gigi",cashLeo,"Sonia P"
2021-12-02T00:52:34+00:00,Household,Expense,Nami,-106998.00000000,IDR,"2 plastik zip",cashLeo,"Sonia P"
2021-12-03T16:36:45+00:00,Household,Expense,Snack,-58250.00000000,IDR,Pukis,citibankCC,Leo
2021-12-03T16:38:01+00:00,Household,Expense,Coffee,-88500.00000000,IDR,Sbux,citibankCC,Leo
2021-12-03T16:40:15+00:00,Household,Expense,"Food & Drink",-103000.00000000,IDR,Kfc,citibankCC,Leo
2021-12-04T13:59:34+00:00,Household,Expense,"Food & Drink",-87000.00000000,IDR,Yoshinoya,citibankCC,Leo
2021-12-04T13:59:54+00:00,Household,Expense,"Food & Drink",-56000.00000000,IDR,"Mie asoi",citibankCC,Leo
2021-12-04T14:01:14+00:00,Household,Expense,Home,-92000.00000000,IDR,"Token Listrik agnesi",citibankCC,Leo
2021-12-04T15:10:21+00:00,Household,Expense,Nami,-312000.00000000,IDR,"2 selimut",cashLeo,"Sonia P"
2021-12-05T01:30:41+00:00,Household,Expense,Home,-105000.00000000,IDR,"Scan snappy",citibankCC,Leo
2021-12-05T01:30:51+00:00,Household,Expense,Transport,-200000.00000000,IDR,"Isi flazz",citibankCC,Leo
2021-12-05T10:51:05+00:00,Household,Expense,"Food & Drink",-69500.00000000,IDR,Mcd,citibankCC,Leo
2021-12-05T10:51:36+00:00,Household,Expense,"Food & Drink",-161200.00000000,IDR,Ikkudo,citibankCC,Leo
2021-12-07T02:29:38+00:00,Household,Expense,Coffee,-110500.00000000,IDR,Sbux,cashLeo,"Sonia P"
2021-12-09T08:30:51+00:00,Household,Expense,"Food & Drink",-74000.00000000,IDR,"Mcd Alfa Indah",citibankCC,Leo
2021-12-09T08:32:14+00:00,Household,Expense,Shopping,-47000.00000000,IDR,,citibankCC,Leo
2021-12-09T12:02:59+00:00,Household,Expense,Transport,-231351.00000000,IDR,,citibankCC,Leo
2021-12-10T08:30:10+00:00,Household,Expense,Coffee,-103500.00000000,IDR,Sbux,citibankCC,Leo
2021-12-10T09:30:27+00:00,Household,Expense,Shopping,-205000.00000000,IDR,"Baju sonia leo couple an sama nami",cashLeo,"Sonia P"
